url,Perfume,Brand,Country,Gender,Rating Value,Rating Count,Year,Top,Middle,Base,Perfumer1,Perfumer2,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,descricao
https://www.fragrantica.com/perfume/carolina-herrera/212-heroes-collector-edition-90277.html,212-heroes-collector-edition,carolina-herrera,USA,men,"2,84",31,2023.0,"pear, cannabis, lemon zest, ginger",african geranium,"leather, woodsy notes",unknown,,leather,woody,aromatic,citrus,cannabis,"Perfume: 212-heroes-collector-edition. Marca: carolina-herrera. Notas de topo: pear, cannabis, lemon zest, ginger. Notas de coração: african geranium. Notas de fundo: leather, woodsy notes. Acordes: leather woody aromatic"
https://www.fragrantica.com/perfume/dzintars/titaniks-20475.html,titaniks,dzintars,Latvia,men,"2,86",56,2000.0,"watery notes, bergamot, grapefruit","seaweed, myrtle, iris","pine tree, woody notes, amber",unknown,,aromatic,woody,aquatic,marine,fresh spicy,"Perfume: titaniks. Marca: dzintars. Notas de topo: watery notes, bergamot, grapefruit. Notas de coração: seaweed, myrtle, iris. Notas de fundo: pine tree, woody notes, amber. Acordes: aromatic woody aquatic"
https://www.fragrantica.com/perfume/il-profvmo/santal-rouge-13289.html,santal-rouge,il-profvmo,Italy,men,"2,9",30,2011.0,bitter orange,"sandalwood, carnation, red berries","clove, brazilian rosewood",unknown,,woody,warm spicy,powdery,citrus,balsamic,"Perfume: santal-rouge. Marca: il-profvmo. Notas de topo: bitter orange. Notas de coração: sandalwood, carnation, red berries. Notas de fundo: clove, brazilian rosewood. Acordes: woody warm spicy powdery"
https://www.fragrantica.com/perfume/paco-rabanne/1-million-23908.html,1-million,paco-rabanne,Spain,men,"2,95",149,2014.0,"blood orange, grapefruit, mint","cinnamon, spices, rose","leather, amber, white woods, patchouli",unknown,,citrus,warm spicy,cinnamon,leather,woody,"Perfume: 1-million. Marca: paco-rabanne. Notas de topo: blood orange, grapefruit, mint. Notas de coração: cinnamon, spices, rose. Notas de fundo: leather, amber, white woods, patchouli. Acordes: citrus warm spicy cinnamon"
https://www.fragrantica.com/perfume/trump/success-13419.html,success,trump,USA,men,"3,01",483,2011.0,"juniper, coriander, red currant","bamboo, ginger, geranium","birch, vetiver, musk, tonka bean",yann vasnier,,aromatic,woody,fresh spicy,leather,warm spicy,"Perfume: success. Marca: trump. Notas de topo: juniper, coriander, red currant. Notas de coração: bamboo, ginger, geranium. Notas de fundo: birch, vetiver, musk, tonka bean. Acordes: aromatic woody fresh spicy"
https://www.fragrantica.com/perfume/bi-es/sankai-black-30438.html,sankai-black,bi-es,Poland,men,"3,03",34,,"lemon, orange leaf, pineapple","lavender, geranium, clary sage, lily-of-the-valley, rose","musk, sandalwood, cedar",unknown,,aromatic,fresh spicy,citrus,lavender,woody,"Perfume: sankai-black. Marca: bi-es. Notas de topo: lemon, orange leaf, pineapple. Notas de coração: lavender, geranium, clary sage, lily-of-the-valley, rose. Notas de fundo: musk, sandalwood, cedar. Acordes: aromatic fresh spicy citrus"
https://www.fragrantica.com/perfume/oriflame/glacier-athletic-19218.html,glacier-athletic,oriflame,Sweden,men,"3,04",48,2008.0,"orange, lemon, sea water, bergamot","artemisia, cardamom","sandalwood, guaiac wood, amber, tonka bean",philippe bousseton,,citrus,aromatic,woody,herbal,fresh spicy,"Perfume: glacier-athletic. Marca: oriflame. Notas de topo: orange, lemon, sea water, bergamot. Notas de coração: artemisia, cardamom. Notas de fundo: sandalwood, guaiac wood, amber, tonka bean. Acordes: citrus aromatic woody"
https://www.fragrantica.com/perfume/abercrombie-fitch/away-weekend-man-83094.html,away-weekend-man,abercrombie-fitch,USA,men,"3,05",41,2023.0,"bergamot, apple, cardamom, clementine","lavender, clary sage, cypress, rosemary","atlas cedar, patchouli, cacao",claude dir,,aromatic,woody,fresh spicy,citrus,lavender,"Perfume: away-weekend-man. Marca: abercrombie-fitch. Notas de topo: bergamot, apple, cardamom, clementine. Notas de coração: lavender, clary sage, cypress, rosemary. Notas de fundo: atlas cedar, patchouli, cacao. Acordes: aromatic woody fresh spicy"
https://www.fragrantica.com/perfume/o-boticario/men-brahma-83897.html,men-brahma,o-boticario,Brazil,men,"3,09",32,2023.0,"eucalyptus, lemon, black pepper, bergamot","elemi, artemisia, sage, cardamom","amber, musk, cedar, patchouli, vetiver",tamara mannina,,aromatic,woody,fresh spicy,citrus,warm spicy,"Perfume: men-brahma. Marca: o-boticario. Notas de topo: eucalyptus, lemon, black pepper, bergamot. Notas de coração: elemi, artemisia, sage, cardamom. Notas de fundo: amber, musk, cedar, patchouli, vetiver. Acordes: aromatic woody fresh spicy"
https://www.fragrantica.com/perfume/jequiti/lamborghini-46227.html,lamborghini,jequiti,Brazil,men,"3,09",32,2017.0,"green notes, bergamot, pineapple, lime","cedar, apple, lily-of-the-valley","musk, vanilla, ambergris",alfredo monteiro filho,leandro petit,woody,aromatic,warm spicy,patchouli,citrus,"Perfume: lamborghini. Marca: jequiti. Notas de topo: green notes, bergamot, pineapple, lime. Notas de coração: cedar, apple, lily-of-the-valley. Notas de fundo: musk, vanilla, ambergris. Acordes: woody aromatic warm spicy"
https://www.fragrantica.com/perfume/fcuk/fcuk-him-695.html,fcuk-him,fcuk,UK,men,"3,1",406,2004.0,"lavender, rosemary, basil","tea, sage","vanilla, patchouli",geza schoen,,aromatic,fresh spicy,lavender,herbal,green,"Perfume: fcuk-him. Marca: fcuk. Notas de topo: lavender, rosemary, basil. Notas de coração: tea, sage. Notas de fundo: vanilla, patchouli. Acordes: aromatic fresh spicy lavender"
https://www.fragrantica.com/perfume/paco-rabanne/phantom-legion-71654.html,phantom-legion,paco-rabanne,Spain,men,"3,11",213,2022.0,"lemon zest, lavender, lemon","patchouli, smoke, lavender, earthy notes, apple","vanilla, lavender, vetiver",unknown,,citrus,earthy,woody,aromatic,patchouli,"Perfume: phantom-legion. Marca: paco-rabanne. Notas de topo: lemon zest, lavender, lemon. Notas de coração: patchouli, smoke, lavender, earthy notes, apple. Notas de fundo: vanilla, lavender, vetiver. Acordes: citrus earthy woody"
https://www.fragrantica.com/perfume/sergio-tacchini/active-water-1809.html,active-water,sergio-tacchini,Italy,men,"3,12",34,2005.0,"caraway, white musk","cedar, egyptian pelargonium, sandalwood","juniper berries, bergamot",unknown,,aromatic,woody,fresh spicy,powdery,citrus,"Perfume: active-water. Marca: sergio-tacchini. Notas de topo: caraway, white musk. Notas de coração: cedar, egyptian pelargonium, sandalwood. Notas de fundo: juniper berries, bergamot. Acordes: aromatic woody fresh spicy"
https://www.fragrantica.com/perfume/antonio-maretti/dominant-75963.html,dominant,antonio-maretti,Italy,men,"3,15",33,2022.0,"apple, lemon, cardamom","tarragon, sage, geranium","oakmoss, vanilla, cashmere wood",cristian calabro,,aromatic,herbal,soft spicy,anis,mossy,"Perfume: dominant. Marca: antonio-maretti. Notas de topo: apple, lemon, cardamom. Notas de coração: tarragon, sage, geranium. Notas de fundo: oakmoss, vanilla, cashmere wood. Acordes: aromatic herbal soft spicy"
https://www.fragrantica.com/perfume/creed/aventus-oil-71297.html,aventus-oil,creed,France,men,"3,17",36,2021.0,"pineapple, bergamot, black currant, apple","birch, patchouli, jasmine, rose","oakmoss, musk, ambergris, vanilla",unknown,,woody,fruity,mossy,earthy,leather,"Perfume: aventus-oil. Marca: creed. Notas de topo: pineapple, bergamot, black currant, apple. Notas de coração: birch, patchouli, jasmine, rose. Notas de fundo: oakmoss, musk, ambergris, vanilla. Acordes: woody fruity mossy"
https://www.fragrantica.com/perfume/guerlain/habit-rouge-l-instinct-73514.html,habit-rouge-l-instinct,guerlain,France,men,"3,18",247,2022.0,"green notes, grapefruit, bergamot","cannabis, mate, red rose","leather, patchouli, vanilla",delphine jelk,,green,citrus,aromatic,cannabis,fresh spicy,"Perfume: habit-rouge-l-instinct. Marca: guerlain. Notas de topo: green notes, grapefruit, bergamot. Notas de coração: cannabis, mate, red rose. Notas de fundo: leather, patchouli, vanilla. Acordes: green citrus aromatic"
https://www.fragrantica.com/perfume/mexx/life-is-now-for-him-31413.html,life-is-now-for-him,mexx,Netherlands,men,"3,18",39,2015.0,"cardamom, bergamot, pineapple, apple","sea notes, lavender, freesia","sandalwood, patchouli",unknown,,aromatic,warm spicy,woody,fruity,marine,"Perfume: life-is-now-for-him. Marca: mexx. Notas de topo: cardamom, bergamot, pineapple, apple. Notas de coração: sea notes, lavender, freesia. Notas de fundo: sandalwood, patchouli. Acordes: aromatic warm spicy woody"
https://www.fragrantica.com/perfume/rammstein/zwinger-56879.html,zwinger,rammstein,Germany,men,"3,19",32,2019.0,animal notes,animal notes,animal notes,alexandre illan,,animalic,musky,,,,Perfume: zwinger. Marca: rammstein. Notas de topo: animal notes. Notas de coração: animal notes. Notas de fundo: animal notes. Acordes: animalic musky 
https://www.fragrantica.com/perfume/commodity/paper-29557.html,paper,commodity,USA,men,"3,21",33,2013.0,iso e super,amber,sandalwood,donna ramanauskas,,woody,amber,musky,powdery,,Perfume: paper. Marca: commodity. Notas de topo: iso e super. Notas de coração: amber. Notas de fundo: sandalwood. Acordes: woody amber musky
https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-xmas-limited-edition-87350.html,le-male-xmas-limited-edition,jean-paul-gaultier,France,men,"3,22",83,2023.0,mint,lavender,vanilla,francis kurkdjian,,lavender,vanilla,aromatic,fresh spicy,green,Perfume: le-male-xmas-limited-edition. Marca: jean-paul-gaultier. Notas de topo: mint. Notas de coração: lavender. Notas de fundo: vanilla. Acordes: lavender vanilla aromatic
https://www.fragrantica.com/perfume/oriflame/glacier-ice-19217.html,glacier-ice,oriflame,Sweden,men,"3,22",49,2010.0,"bergamot, tangerine, apple","cypress, lemongrass, ivy","cedar, oakmoss, guaiac wood",marie salamagne,,citrus,woody,fresh spicy,fruity,aromatic,"Perfume: glacier-ice. Marca: oriflame. Notas de topo: bergamot, tangerine, apple. Notas de coração: cypress, lemongrass, ivy. Notas de fundo: cedar, oakmoss, guaiac wood. Acordes: citrus woody fresh spicy"
https://www.fragrantica.com/perfume/thera-cosmeticos/malta-56644.html,malta,thera-cosmeticos,Brazil,men,"3,22",41,2018.0,"sea notes, bergamot","rosemary, sage, geranium","incense, patchouli",mário torri neto,,aromatic,marine,amber,smoky,warm spicy,"Perfume: malta. Marca: thera-cosmeticos. Notas de topo: sea notes, bergamot. Notas de coração: rosemary, sage, geranium. Notas de fundo: incense, patchouli. Acordes: aromatic marine amber"
https://www.fragrantica.com/perfume/mexx/mexx-waterlove-man-1074.html,mexx-waterlove-man,mexx,Netherlands,men,"3,23",31,2004.0,"pineapple, melon, lime, bergamot, apple","violet, lily-of-the-valley, jasmine","peach, precious woods, amber, vanilla",benoist lapouza,,white floral,citrus,fruity,fresh,sweet,"Perfume: mexx-waterlove-man. Marca: mexx. Notas de topo: pineapple, melon, lime, bergamot, apple. Notas de coração: violet, lily-of-the-valley, jasmine. Notas de fundo: peach, precious woods, amber, vanilla. Acordes: white floral citrus fruity"
https://www.fragrantica.com/perfume/police/to-be-goodvibes-for-him-65700.html,to-be-goodvibes-for-him,police,Italy,men,"3,23",26,2021.0,"clary sage, bergamot, black pepper","jasmine, juniper, magnolia","amberwood, tobacco, vetiver",unknown,,aromatic,fresh spicy,citrus,white floral,soft spicy,"Perfume: to-be-goodvibes-for-him. Marca: police. Notas de topo: clary sage, bergamot, black pepper. Notas de coração: jasmine, juniper, magnolia. Notas de fundo: amberwood, tobacco, vetiver. Acordes: aromatic fresh spicy citrus"
https://www.fragrantica.com/perfume/replay/tank-custom-for-him-54318.html,tank-custom-for-him,replay,Italy,men,"3,23",30,2019.0,"elemi, ginger, bergamot, yuzu, cardamom","anise, plum, vetiver, lavender, patchouli, wild jasmine","tonka bean, musk, sandalwood, amber",unknown,,aromatic,warm spicy,woody,citrus,sweet,"Perfume: tank-custom-for-him. Marca: replay. Notas de topo: elemi, ginger, bergamot, yuzu, cardamom. Notas de coração: anise, plum, vetiver, lavender, patchouli, wild jasmine. Notas de fundo: tonka bean, musk, sandalwood, amber. Acordes: aromatic warm spicy woody"
https://www.fragrantica.com/perfume/avon/full-speed-power-28016.html,full-speed-power,avon,USA,men,"3,24",33,2014.0,lemon,rosemary,cedar,unknown,,aromatic,woody,citrus,fresh spicy,,Perfume: full-speed-power. Marca: avon. Notas de topo: lemon. Notas de coração: rosemary. Notas de fundo: cedar. Acordes: aromatic woody citrus
https://www.fragrantica.com/perfume/zara/till-sunrise-65916.html,till-sunrise,zara,Spain,men,"3,24",29,2021.0,galbanum,cypress,tonka bean,unknown,,aromatic,green,vanilla,amber,sweet,Perfume: till-sunrise. Marca: zara. Notas de topo: galbanum. Notas de coração: cypress. Notas de fundo: tonka bean. Acordes: aromatic green vanilla
https://www.fragrantica.com/perfume/parfums-vintage/evolution-de-l-homme-matin-52039.html,evolution-de-l-homme-matin,parfums-vintage,UK,men,"3,24",29,2018.0,"grapefruit, lime, juniper berries, thyme, lemon, pink pepper, artemisia, bergamot","patchouli, cedar, jasmine, black currant, apple, rose, cypriol oil or nagarmotha","ambergris, musk, birch, vanilla",damien stammers,,citrus,aromatic,woody,fresh spicy,patchouli,"Perfume: evolution-de-l-homme-matin. Marca: parfums-vintage. Notas de topo: grapefruit, lime, juniper berries, thyme, lemon, pink pepper, artemisia, bergamot. Notas de coração: patchouli, cedar, jasmine, black currant, apple, rose, cypriol oil or nagarmotha. Notas de fundo: ambergris, musk, birch, vanilla. Acordes: citrus aromatic woody"
https://www.fragrantica.com/perfume/replay/stone-supernova-for-him-40874.html,stone-supernova-for-him,replay,Italy,men,"3,24",38,2016.0,"fruity notes, citruses, lavender, watery notes","cashmere wood, rose, oakmoss","tonka bean, sandalwood, cedar",unknown,,woody,fruity,citrus,sweet,amber,"Perfume: stone-supernova-for-him. Marca: replay. Notas de topo: fruity notes, citruses, lavender, watery notes. Notas de coração: cashmere wood, rose, oakmoss. Notas de fundo: tonka bean, sandalwood, cedar. Acordes: woody fruity citrus"
https://www.fragrantica.com/perfume/calvin-klein/defy-68225.html,defy,calvin-klein,USA,men,"3,25",667,2021.0,"bergamot, lavender",vetiver,amber,unknown,,aromatic,citrus,lavender,fresh spicy,amber,"Perfume: defy. Marca: calvin-klein. Notas de topo: bergamot, lavender. Notas de coração: vetiver. Notas de fundo: amber. Acordes: aromatic citrus lavender"
https://www.fragrantica.com/perfume/o-boticario/xtreme-xplosion-12618.html,xtreme-xplosion,o-boticario,Brazil,men,"3,25",28,2011.0,"cardamom, cinnamon, mandarin orange, bergamot","mimosa, jasmine, sage, sandalwood","vanille, musk, amber, virginia cedar",maria tereza belotti,,warm spicy,powdery,aromatic,citrus,cinnamon,"Perfume: xtreme-xplosion. Marca: o-boticario. Notas de topo: cardamom, cinnamon, mandarin orange, bergamot. Notas de coração: mimosa, jasmine, sage, sandalwood. Notas de fundo: vanille, musk, amber, virginia cedar. Acordes: warm spicy powdery aromatic"
https://www.fragrantica.com/perfume/axe/alaska-29906.html,alaska,axe,Denmark,men,"3,25",32,1994.0,"bergamot, grapefruit, pineapple, melon","lavender, jasmine","sandalwood, amber",unknown,,citrus,fresh spicy,fruity,lavender,woody,"Perfume: alaska. Marca: axe. Notas de topo: bergamot, grapefruit, pineapple, melon. Notas de coração: lavender, jasmine. Notas de fundo: sandalwood, amber. Acordes: citrus fresh spicy fruity"
https://www.fragrantica.com/perfume/faberlic/intense-19308.html,intense,faberlic,Russia,men,"3,25",36,2010.0,"juniper, green notes","violet, cardamom, mint, jasmine","woody notes, oakmoss",alain allione,,woody,aromatic,green,fresh spicy,mossy,"Perfume: intense. Marca: faberlic. Notas de topo: juniper, green notes. Notas de coração: violet, cardamom, mint, jasmine. Notas de fundo: woody notes, oakmoss. Acordes: woody aromatic green"
https://www.fragrantica.com/perfume/zara/dark-wash-65920.html,dark-wash,zara,Spain,men,"3,26",27,2021.0,sesame,watery notes,sandalwood,unknown,,aquatic,woody,aromatic,fresh,powdery,Perfume: dark-wash. Marca: zara. Notas de topo: sesame. Notas de coração: watery notes. Notas de fundo: sandalwood. Acordes: aquatic woody aromatic
https://www.fragrantica.com/perfume/mustang/mustang-for-men-eau-de-toilette-56900.html,mustang-for-men-eau-de-toilette,mustang,USA,men,"3,26",27,2019.0,"grapefruit, lemon zest, tarragon","lavender, mint, galbanum","musk, sandalwood, patchouli",unknown,,aromatic,citrus,woody,musky,powdery,"Perfume: mustang-for-men-eau-de-toilette. Marca: mustang. Notas de topo: grapefruit, lemon zest, tarragon. Notas de coração: lavender, mint, galbanum. Notas de fundo: musk, sandalwood, patchouli. Acordes: aromatic citrus woody"
https://www.fragrantica.com/perfume/adidas/uefa-champions-league-dare-edition-63047.html,uefa-champions-league-dare-edition,adidas,USA,men,"3,26",42,2019.0,"mint, sicilian bergamot, elemi","cardamom, lavender, african geranium","vetiver, patchouli, balsam fir",unknown,,aromatic,fresh spicy,green,woody,warm spicy,"Perfume: uefa-champions-league-dare-edition. Marca: adidas. Notas de topo: mint, sicilian bergamot, elemi. Notas de coração: cardamom, lavender, african geranium. Notas de fundo: vetiver, patchouli, balsam fir. Acordes: aromatic fresh spicy green"
https://www.fragrantica.com/perfume/thera-cosmeticos/minsk-56645.html,minsk,thera-cosmeticos,Brazil,men,"3,26",34,2017.0,"bergamot, mandarin orange, orange","rosemary, pepper, palisander rosewood","musk, woodsy notes, incense",mário torri neto,,citrus,fresh spicy,aromatic,musky,woody,"Perfume: minsk. Marca: thera-cosmeticos. Notas de topo: bergamot, mandarin orange, orange. Notas de coração: rosemary, pepper, palisander rosewood. Notas de fundo: musk, woodsy notes, incense. Acordes: citrus fresh spicy aromatic"
https://www.fragrantica.com/perfume/oriflame/friends-world-for-him-51066.html,friends-world-for-him,oriflame,Sweden,men,"3,27",45,,clary sage,ivy,tonka bean,jean-christophe hérault,,aromatic,green,fresh,ozonic,soft spicy,Perfume: friends-world-for-him. Marca: oriflame. Notas de topo: clary sage. Notas de coração: ivy. Notas de fundo: tonka bean. Acordes: aromatic green fresh
https://www.fragrantica.com/perfume/faberlic/mon-roi-19310.html,mon-roi,faberlic,Russia,men,"3,27",45,2010.0,"lavender, mango, pineapple, bergamot, lemon, mandarin orange","fruity notes, mint, violet, cloves, geranium, carnation, jasmine, rose","sandalwood, oakmoss, palisander rosewood, patchouli, cedar",janek kozeluh,,woody,fruity,sweet,mossy,warm spicy,"Perfume: mon-roi. Marca: faberlic. Notas de topo: lavender, mango, pineapple, bergamot, lemon, mandarin orange. Notas de coração: fruity notes, mint, violet, cloves, geranium, carnation, jasmine, rose. Notas de fundo: sandalwood, oakmoss, palisander rosewood, patchouli, cedar. Acordes: woody fruity sweet"
https://www.fragrantica.com/perfume/teo-cabanel/kasar-40394.html,kasar,teo-cabanel,France,men,"3,27",169,2016.0,citruses,"saffron, nutmeg, cinnamon","leather, agarwood (oud), labdanum, cedar, patchouli, musk",unknown,,leather,oud,warm spicy,animalic,fresh spicy,"Perfume: kasar. Marca: teo-cabanel. Notas de topo: citruses. Notas de coração: saffron, nutmeg, cinnamon. Notas de fundo: leather, agarwood (oud), labdanum, cedar, patchouli, musk. Acordes: leather oud warm spicy"
https://www.fragrantica.com/perfume/jovoy-paris/fougere-3119.html,fougere,jovoy-paris,France,men,"3,27",26,2007.0,"lime, basil","pineapple, neroli, geranium","oakmoss, sandalwood, tonka bean",jérôme epinette,,citrus,fresh spicy,sweet,aromatic,fruity,"Perfume: fougere. Marca: jovoy-paris. Notas de topo: lime, basil. Notas de coração: pineapple, neroli, geranium. Notas de fundo: oakmoss, sandalwood, tonka bean. Acordes: citrus fresh spicy sweet"
https://www.fragrantica.com/perfume/avon/homme-34877.html,homme,avon,USA,men,"3,28",46,2016.0,"coriander, citruses, cardamom",iris,"cedar, vetiver",unknown,,woody,aromatic,iris,powdery,earthy,"Perfume: homme. Marca: avon. Notas de topo: coriander, citruses, cardamom. Notas de coração: iris. Notas de fundo: cedar, vetiver. Acordes: woody aromatic iris"
https://www.fragrantica.com/perfume/oriflame/glacier-19216.html,glacier,oriflame,Sweden,men,"3,28",287,2005.0,"mint, lemon, bergamot, watermelon, pineapple","lavender, rosemary, woody notes, tarragon, juniper, black currant","musk, suede, tobacco, sandalwood, vetiver, amber",philippe bousseton,,aromatic,fresh spicy,citrus,woody,green,"Perfume: glacier. Marca: oriflame. Notas de topo: mint, lemon, bergamot, watermelon, pineapple. Notas de coração: lavender, rosemary, woody notes, tarragon, juniper, black currant. Notas de fundo: musk, suede, tobacco, sandalwood, vetiver, amber. Acordes: aromatic fresh spicy citrus"
https://www.fragrantica.com/perfume/oriflame/leader-50742.html,leader,oriflame,Sweden,men,"3,29",35,2018.0,clary sage,lavender,red cedar,unknown,,aromatic,lavender,fresh spicy,soft spicy,woody,Perfume: leader. Marca: oriflame. Notas de topo: clary sage. Notas de coração: lavender. Notas de fundo: red cedar. Acordes: aromatic lavender fresh spicy
https://www.fragrantica.com/perfume/il-profvmo/osmo-scents-encens-epice-3777.html,osmo-scents-encens-epice,il-profvmo,Italy,men,"3,29",75,,resin,"spicy notes, tobacco","olibanum, woodsy notes",unknown,,amber,woody,warm spicy,balsamic,fresh spicy,"Perfume: osmo-scents-encens-epice. Marca: il-profvmo. Notas de topo: resin. Notas de coração: spicy notes, tobacco. Notas de fundo: olibanum, woodsy notes. Acordes: amber woody warm spicy"
https://www.fragrantica.com/perfume/attar-collection/crystal-love-for-him-59565.html,crystal-love-for-him,attar-collection,UAE,men,"3,29",100,2020.0,"bergamot, vanilla, orange","musk, ice cream, cherry","ambergris, leather, patchouli",luz vaquero,,musky,citrus,sweet,animalic,vanilla,"Perfume: crystal-love-for-him. Marca: attar-collection. Notas de topo: bergamot, vanilla, orange. Notas de coração: musk, ice cream, cherry. Notas de fundo: ambergris, leather, patchouli. Acordes: musky citrus sweet"
https://www.fragrantica.com/perfume/avon/v-for-victory-gold-58945.html,v-for-victory-gold,avon,USA,men,"3,3",27,2020.0,madagascar pepper,coriander extract,vetiver,unknown,,aromatic,fresh spicy,soft spicy,woody,earthy,Perfume: v-for-victory-gold. Marca: avon. Notas de topo: madagascar pepper. Notas de coração: coriander extract. Notas de fundo: vetiver. Acordes: aromatic fresh spicy soft spicy
